_id,Sample Number,Sample Date,PartialPostalCode,Lead Amount (ppm)
4008,1761471,2015-07-02,M6P,0.00538
4009,1761469,2015-07-05,M4M,0.000186
4010,1765912,2015-07-06,M4K,0.00331
4011,1761468,2015-07-06,M6H,0.00853
4012,1761470,2015-07-06,M4E,0.0143
4013,1761473,2015-07-06,M6E,0.00118
4014,1761339,2015-07-06,M6A,0.000139
4015,1761338,2015-07-06,M3J,0.0000912
4016,1761474,2015-07-07,M4T,0.000335
4017,1765648,2015-07-07,M4C,0.0383
4018,1761475,2015-07-08,M8Y,0.0000505
4019,1764188,2015-07-08,M4E,0.0000504
4020,1764744,2015-07-08,M6P,0.000108
4021,1761472,2015-07-08,M4N,0.00405
4022,1765680,2015-07-08,M4G,0.0000789
4023,1765665,2015-07-08,M4M,0.000301
4024,1764191,2015-07-08,M4M,0.0000711
4025,1764189,2015-07-08,M4L,0.00226
4026,1764207,2015-07-09,M5P,0.000777
4027,1764731,2015-07-09,M5M,0.00111
4028,1764732,2015-07-09,M5M,0.00172
4029,1764201,2015-07-09,M6G,0.00152
4030,1765201,2015-07-09,M8V,0.000164
4031,1765197,2015-07-09,M8V,0.000205
4032,1765791,2015-07-10,M4G,0.000394
4033,1765287,2015-07-11,M6K,0.00245
4034,1764200,2015-07-11,M6R,0.000639
4035,1765199,2015-07-12,M6S,0.000824
4036,1765075,2015-07-12,M1P,<0.00005
4037,1764199,2015-07-12,M8X,0.000111
4038,1765202,2015-07-13,M6E,0.000957
4039,1765624,2015-07-13,M4C,0.000104
4040,1764190,2015-07-13,M4X,0.00160
4041,1765200,2015-07-13,M6N,0.000258
4042,1768156,2015-07-13,M4L,0.00276
4043,1765198,2015-07-14,M8W,0.000695
4044,1766152,2015-07-15,M4L,0.000944
4045,1768174,2015-07-15,M6G,0.000624
4046,1768158,2015-07-15,M6H,0.00376
4047,1772709,2015-07-15,M4E,0.00358
4048,1790178,2015-07-15,M4J,<0.00005
4049,1768178,2015-07-15,M9P,<0.00005
4050,1768171,2015-07-16,M9P,0.0000726
4051,1768153,2015-07-16,M6K,<0.00005
4052,1772706,2015-07-16,M2N,0.0000553
4053,1768155,2015-07-17,M4J,0.00244
4054,1768157,2015-07-17,M6H,0.000231
4055,1776503,2015-07-17,M6S,<0.00005
4056,1769704,2015-07-18,M4J,0.00933
4057,1772724,2015-07-19,M5R,0.000318
4058,1768159,2015-07-20,M4K,<0.00005
4059,1768154,2015-07-20,M4R,0.0000889
4060,1769703,2015-07-21,M4J,<0.00005
4061,1769711,2015-07-21,M5M,0.00135
4062,1776518,2015-07-21,M6S,0.00299
4063,1772692,2015-07-21,M4Y,0.0000692
4064,1769712,2015-07-21,M4E,0.00339
4065,1772705,2015-07-22,M5P,0.0000907
4066,1772710,2015-07-22,M9M,0.0000596
4067,1776496,2015-07-23,M8V,0.000284
4068,1769702,2015-07-23,M4C,<0.00005
4069,1773460,2015-07-23,M4S,0.00124
4070,1775802,2015-07-23,M1N,<0.00005
4071,1776528,2015-07-24,M4J,0.0000536
4072,1772734,2015-07-24,M6R,0.0350
4073,1772707,2015-07-25,M6R,0.000706
4074,1772687,2015-07-26,M4R,0.00605
4075,1773459,2015-07-26,M1M,0.0000820
4076,1772690,2015-07-26,M4C,0.0000766
4077,1772688,2015-07-27,M4R,0.0000931
4078,1772693,2015-07-27,M4C,0.000190
4079,1772689,2015-07-27,M4R,0.000411
4080,1772708,2015-07-27,M6E,0.00307
4081,1779589,2015-07-27,M8W,<0.00005
4082,1773451,2015-07-27,M4C,0.00323
4083,1772721,2015-07-28,M5P,<0.00005
4084,1772691,2015-07-28,M6G,0.000238
4085,1779588,2015-07-28,M6H,0.000572
4086,1772645,2015-07-28,M6P,0.00392
4087,1773461,2015-07-28,M4L,0.000434
4088,1772648,2015-07-28,M4M,0.00121
4089,1772740,2015-07-29,M4J,0.0000833
4090,1772646,2015-07-29,M6S,0.000636
4091,1773458,2015-07-29,M4C,0.00184
4092,1776520,2015-07-30,M6P,<0.00005
4093,1776526,2015-07-30,M6H,0.000136
4094,1776522,2015-07-30,M4C,0.000926
4095,1778112,2015-07-30,M4S,0.00186
4096,1776519,2015-07-31,M4G,0.00134
4097,1778110,2015-07-31,M5M,0.00182
4098,1778109,2015-08-01,M4G,0.00382
4099,1776502,2015-08-04,M6S,0.00353
4100,1784711,2015-08-04,M8W,0.000734
4101,1776517,2015-08-04,M6R,0.00185
4102,1776525,2015-08-04,M4J,0.0000782
4103,1776523,2015-08-04,M4K,0.000447
4104,1775803,2015-08-04,M9B,0.0000736
4105,1776521,2015-08-05,M6J,0.00188
4106,1776527,2015-08-05,M4C,0.00493
4107,1779590,2015-08-05,M6R,<0.00005
4108,1776524,2015-08-06,M4G,0.0000516
4109,1779593,2015-08-06,M4J,0.00222
4110,1779628,2015-08-06,M4M,0.000587
4111,1779472,2015-08-06,M4L,0.00104
4112,1778108,2015-08-07,M4P,0.0157
4113,1779471,2015-08-07,M4K,<0.00005
4114,1779437,2015-08-07,M4J,0.00116
4115,1778111,2015-08-07,M5N,0.00208
4116,1779458,2015-08-07,M4C,0.0000963
4117,1779592,2015-08-07,M6E,0.0000998
4118,1779438,2015-08-09,M6R,0.000708
4119,1779594,2015-08-10,M4A,<0.00005
4120,1779456,2015-08-10,M4M,0.00341
4121,1779591,2015-08-10,M1N,0.000206
4122,1779457,2015-08-11,M5N,0.0000746
4123,1781117,2015-08-11,M3A,0.238
4124,1779430,2015-08-12,M4M,0.000128
4125,1781105,2015-08-12,M4R,0.000459
4126,1779473,2015-08-12,M6K,0.00134
4127,1782463,2015-08-13,M8X,0.000308
4128,1782481,2015-08-13,M8Z,<0.00005
4129,1784316,2015-08-13,M4M,0.00214
4130,1784267,2015-08-13,M4L,0.000125
4131,1790172,2015-08-14,M1N,0.00192
4132,1784286,2015-08-17,M6K,0.00427
4133,1784346,2015-08-17,M6A,<0.00005
4134,1784272,2015-08-17,M6N,0.00118
4135,1790179,2015-08-17,M1L,<0.00005
4136,1784322,2015-08-17,M2R,<0.00005
4137,1784319,2015-08-18,M6J,0.0000959
4138,1784336,2015-08-18,M4S,<0.00005
4139,1784289,2015-08-18,M6S,<0.00005
4140,1784307,2015-08-18,M4C,0.00262
4141,1782490,2015-08-18,M8X,0.00254
4142,1782491,2015-08-19,M9W,<0.00005
4143,1784293,2015-08-19,M4E,0.00332
4144,1784314,2015-08-19,M6E,0.00612
4145,1784320,2015-08-20,M2P,0.0000753
4146,1784268,2015-08-20,M4K,0.000115
4147,1784342,2015-08-20,M4L,0.00187
4148,1784318,2015-08-20,M9N,0.0000729
4149,1784317,2015-08-21,M4K,0.000311
4150,1789190,2015-08-21,M4P,0.00119
4151,1784321,2015-08-21,M6J,0.00118
4152,1784335,2015-08-21,M6S,0.0000882
4153,1784345,2015-08-21,M6S,0.0000808
4154,1789193,2015-08-21,M4L,0.00116
4155,1789199,2015-08-24,M4J,0.0298
4156,1789194,2015-08-24,M4K,<0.00005
4157,1784297,2015-08-25,M6P,<0.00005
4158,1789165,2015-08-25,M4L,<0.00005
4159,1784712,2015-08-25,M8Z,0.000207
4160,1784710,2015-08-25,M8W,0.0000664
4161,1789207,2015-08-26,M6S,0.00104
4162,1789191,2015-08-26,M4J,0.00123
4163,1793603,2015-08-26,M2K,0.0000844
4164,1789200,2015-08-27,M4M,0.000740
4165,1789189,2015-08-27,M4G,0.00163
4166,1789218,2015-08-27,M6M,0.00554
4167,1789204,2015-08-27,M9N,0.000467
4168,1789164,2015-08-28,M4E,0.0000731
4169,1789220,2015-08-28,M6M,0.00131
4170,1789188,2015-08-28,M4G,<0.00005
4171,1789163,2015-08-28,M8V,0.000224
4172,1789195,2015-08-29,M4C,0.00201
4173,1793604,2015-08-29,M4G,0.0000672
4174,1789167,2015-08-30,M4G,0.106
4175,1789206,2015-09-01,M6R,0.000234
4176,1789208,2015-09-01,M4L,0.0109
4177,1793606,2015-09-01,M4T,0.00186
4178,1789213,2015-09-01,M6N,0.000967
4179,1793607,2015-09-01,M6B,<0.00005
4180,1790176,2015-09-01,M8X,0.0000983
4181,1790173,2015-09-02,M6N,0.000970
4182,1789192,2015-09-02,M4C,0.00817
4183,1789221,2015-09-02,M8V,<0.00005
4184,1789203,2015-09-02,M4L,0.00287
4185,1790177,2015-09-03,M6S,0.00709
4186,1790175,2015-09-03,M8W,0.000226
4187,1795732,2015-09-03,M4C,0.000328
4188,1795736,2015-09-04,M4C,0.00103
4189,1795746,2015-09-04,M4C,0.00844
4190,1793605,2015-09-07,M2K,0.000107
4191,1790174,2015-09-08,M6S,0.00569
4192,1795748,2015-09-08,M4J,0.00260
4193,1790171,2015-09-08,M6P,0.000139
4194,1793069,2015-09-09,M6G,<0.00005
4195,1795738,2015-09-09,M4C,0.00298
4196,1793071,2015-09-10,M6H,0.00183
4197,1793065,2015-09-10,M4X,0.0000949
4198,1798130,2015-09-10,M9C,0.000376
4199,1798132,2015-09-11,M9A,<0.00005
4200,1796399,2015-09-11,M9A,0.0000893
4201,1795744,2015-09-11,M4C,<0.00005
4202,1795747,2015-09-11,M4L,0.000203
4203,1793601,2015-09-11,M6J,0.0000505
4204,1795742,2015-09-11,M1H,0.000217
4205,1796395,2015-09-12,M1N,<0.00005
4206,1793067,2015-09-12,M6R,0.000348
4207,1793072,2015-09-12,M1L,<0.00005
4208,1798153,2015-09-13,M6L,<0.00005
4209,1795985,2015-09-13,M4J,<0.00005
4210,1793070,2015-09-13,M6J,0.0000583
4211,1793061,2015-09-13,M6J,0.000389
4212,1795745,2015-09-14,M4E,0.000117
4213,1795741,2015-09-14,M4J,0.00858
4214,1795740,2015-09-14,M4K,0.0162
4215,1795739,2015-09-15,M4K,0.0000561
4216,1795749,2015-09-15,M1N,0.00349
4217,1795743,2015-09-15,M3H,<0.00005
4218,1798127,2015-09-16,M4M,0.000438
4219,1796391,2015-09-16,M6S,<0.00005
4220,1796396,2015-09-16,M6P,0.00232
4221,1804988,2015-09-16,M6J,0.000867
4222,1795724,2015-09-17,M4B,0.00245
4223,1798133,2015-09-17,M6R,<0.00005
4224,1796376,2015-09-17,M6S,<0.00005
4225,1796392,2015-09-18,M6C,<0.00005
4226,1796397,2015-09-21,M1K,0.000106
4227,1796393,2015-09-22,M6S,0.0000577
4228,1796398,2015-09-22,M1S,<0.00005
4229,1798119,2015-09-22,M4B,0.000181
4230,1798129,2015-09-22,M4J,0.00621
4231,1798128,2015-09-22,M4J,0.0000578
4232,1798131,2015-09-22,M4J,0.00326
4233,1798120,2015-09-22,M4G,0.000428
4234,1804992,2015-09-23,M8Z,<0.00005
4235,1796394,2015-09-23,M1P,<0.00005
4236,1796374,2015-09-24,M6S,0.00170
4237,1800385,2015-09-24,M4M,0.00318
4238,1800403,2015-09-25,M6E,0.00173
4239,1800392,2015-09-25,M6K,0.000649
4240,1800407,2015-09-27,M4K,0.00308
4241,1800406,2015-09-28,M4J,<0.00005
4242,1800350,2015-09-28,M4C,0.000123
4243,1805004,2015-09-28,M8W,<0.00005
4244,1800431,2015-09-28,M6E,0.0591
4245,1802410,2015-09-29,M6P,0.00123
4246,1800393,2015-09-29,M4J,0.00190
4247,1800430,2015-09-29,M4L,0.000952
4248,1800384,2015-09-30,M4J,0.00111
4249,1803071,2015-10-01,M6E,0.00215
4250,1803075,2015-10-02,M6S,0.00773
4251,1803098,2015-10-02,M4K,0.0111
4252,1803116,2015-10-02,M6M,0.00113
4253,1803074,2015-10-02,M4E,0.00166
4254,1804209,2015-10-02,M5M,0.00249
4255,1803073,2015-10-02,M4L,<0.00005
4256,1803072,2015-10-02,M4C,<0.00005
4257,1803121,2015-10-02,M4C,0.0000846
4258,1804212,2015-10-05,M4S,0.000783
4259,1804987,2015-10-05,M9C,0.0000853
4260,1804999,2015-10-05,M6K,0.0000903
4261,1805951,2015-10-05,M6S,0.0000636
4262,1803101,2015-10-06,M4C,0.000229
4263,1809121,2015-10-06,M4J,<0.00005
4264,1805929,2015-10-06,M6S,0.0230
4265,1805920,2015-10-07,M4L,0.00123
4266,1805932,2015-10-07,M6G,<0.00005
4267,1805944,2015-10-07,M4E,0.00474
4268,1805930,2015-10-07,M4L,0.0000965
4269,1807325,2015-10-07,M6G,<0.00005
4270,1804192,2015-10-08,M2H,<0.00005
4271,1807323,2015-10-08,M6P,0.00123
4272,1807324,2015-10-08,M6G,0.00189
4273,1804193,2015-10-08,M5M,0.000138
4274,1804211,2015-10-08,M6A,<0.00005
4275,1804219,2015-10-08,M2M,0.000123
4276,1804194,2015-10-08,M5P,<0.00005
4277,1807326,2015-10-08,M6K,0.000492
4278,1807368,2015-10-08,M6R,0.00207
4279,1805931,2015-10-08,M4E,<0.00005
4280,1807373,2015-10-09,M6R,0.00245
4281,1805918,2015-10-09,M4C,0.0206
4282,1805003,2015-10-09,M6S,<0.00005
4283,1807389,2015-10-09,M6E,0.00374
4284,1809118,2015-10-13,M6R,0.00217
4285,1805919,2015-10-13,M4C,0.00145
4286,1816975,2015-10-13,M5P,0.00850
4287,1816978,2015-10-13,M4R,0.000866
4288,1816979,2015-10-14,M5M,0.000290
4289,1809119,2015-10-14,M1L,0.00295
4290,1812693,2015-10-15,M9A,<0.00005
4291,1816995,2015-10-15,M5P,<0.00005
4292,1808172,2015-10-15,M6S,0.000231
4293,1809120,2015-10-16,M1N,<0.00005
4294,1809141,2015-10-16,M4C,0.0000902
4295,1815474,2015-10-17,M1E,<0.00005
4296,1809156,2015-10-18,M4K,0.00250
4297,1816996,2015-10-19,M4G,<0.00005
4298,1809133,2015-10-19,M4C,0.00143
4299,1809153,2015-10-19,M4N,0.000477
4300,1809155,2015-10-19,M4V,0.00109
4301,1809135,2015-10-20,M4M,0.000323
4302,1809146,2015-10-20,M4G,0.000204
4303,1812695,2015-10-20,M5N,0.000539
4304,1816988,2015-10-21,M4S,0.000781
4305,1809144,2015-10-21,M4L,0.000341
4306,1812719,2015-10-22,M6H,0.00185
4307,1812731,2015-10-22,M6K,0.000386
4308,1812692,2015-10-22,M6H,<0.00005
4309,1811343,2015-10-22,M4S,0.00344
4310,1812722,2015-10-23,M4K,0.000437
4311,1812760,2015-10-23,M5R,0.00160
4312,1815972,2015-10-23,M4C,0.000915
4313,1812755,2015-10-23,M6H,0.000900
4314,1812696,2015-10-25,M6C,0.00168
4315,1811344,2015-10-26,M8W,0.00117
4316,1816992,2015-10-26,M4M,0.000242
4317,1812689,2015-10-26,M6P,0.0000699
4318,1816989,2015-10-26,M6H,<0.00005
4319,1815974,2015-10-26,M4E,0.000988
4320,1816022,2015-10-26,M4E,<0.00005
4321,1816021,2015-10-26,M4L,0.0000550
4322,1816020,2015-10-26,M4L,0.00106
4323,1815975,2015-10-26,M4E,0.00218
4324,1816003,2015-10-26,M4C,0.00154
4325,1812691,2015-10-27,M6E,0.000745
4326,1816018,2015-10-27,M4G,0.000600
4327,1815971,2015-10-27,M4L,0.00326
4328,1812690,2015-10-28,M4M,0.000440
4329,1812694,2015-10-28,M6P,0.00146
4330,1812758,2015-10-29,M6S,0.00248
4331,1812697,2015-10-29,M6S,<0.00005
4332,1812745,2015-10-29,M6S,0.00107
4333,1815456,2015-10-29,M8Z,0.000126
4334,1813030,2015-10-30,M4B,<0.00005
4335,1815436,2015-11-01,M4L,0.000423
4336,1815445,2015-11-02,M6S,0.00192
4337,1818480,2015-11-02,M4G,0.000113
4338,1815429,2015-11-02,M6C,0.00496
4339,1830483,2015-11-02,M4R,0.00233
4340,1816002,2015-11-02,M4E,0.000119
4341,1815428,2015-11-03,M6H,<0.00005
4342,1818484,2015-11-03,M6S,0.000243
4343,1816993,2015-11-04,M9C,0.0000554
4344,1815976,2015-11-04,M4K,0.000289
4345,1817000,2015-11-04,M3J,0.000290
4346,1817947,2015-11-06,M4L,0.00126
4347,1818481,2015-11-06,M4M,0.0000938
4348,1816976,2015-11-07,M6S,<0.00005
4349,1818486,2015-11-08,M4C,0.00115
4350,1817964,2015-11-09,M4C,0.000146
4351,1817911,2015-11-09,M4L,0.000774
4352,1816977,2015-11-09,M8W,0.00183
4353,1819505,2015-11-10,M4S,0.00154
4354,1820008,2015-11-10,M6K,0.0213
4355,1842429,2015-11-11,M1K,<0.00005
4356,1819501,2015-11-11,M4C,0.000756
4357,1819502,2015-11-11,M6P,0.0134
4358,1819503,2015-11-11,M4J,<0.00005
4359,1819525,2015-11-11,M4T,0.000308
4360,1820005,2015-11-12,M6S,0.0000921
4361,1825628,2015-11-12,M4R,0.000520
4362,1818485,2015-11-12,M4P,0.000863
4363,1818497,2015-11-12,M6S,0.00184
4364,1819524,2015-11-13,M4C,0.0000588
4365,1819498,2015-11-13,M4J,0.00112
4366,1828792,2015-11-14,M4L,0.00249
4367,1819504,2015-11-15,M4J,0.000846
4368,1819500,2015-11-16,M4E,0.000158
4369,1819532,2015-11-16,M4J,0.00107
4370,1819991,2015-11-16,M8X,0.000131
4371,1819499,2015-11-16,M6E,<0.00005
4372,1825647,2015-11-17,M4G,0.000632
4373,1824177,2015-11-17,M4L,0.000869
4374,1823094,2015-11-17,M4C,0.00144
4375,1824180,2015-11-17,M4L,0.000533
4376,1823093,2015-11-18,M6N,0.000681
4377,1823095,2015-11-18,M6P,0.000654
4378,1824195,2015-11-18,M4L,<0.00005
4379,1824182,2015-11-18,M4K,0.00162
4380,1823107,2015-11-18,M6R,0.00174
4381,1828897,2015-11-19,M4J,0.000285
4382,1824198,2015-11-20,M4B,<0.00005
4383,1824176,2015-11-22,M4E,0.00206
4384,1825586,2015-11-22,M6P,<0.00005
4385,1825618,2015-11-22,M4Y,<0.00005
4386,1826072,2015-11-23,M1N,<0.00005
4387,1823092,2015-11-23,M1N,<0.00005
4388,1824196,2015-11-23,M4C,0.000335
4389,1825641,2015-11-23,M2N,0.000156
4390,1824175,2015-11-23,M4L,0.00291
4391,1826058,2015-11-23,M6S,0.000454
4392,1824178,2015-11-24,M4E,0.0000972
4393,1826046,2015-11-24,M6N,<0.00005
4394,1824199,2015-11-24,M4B,<0.00005
4395,1826061,2015-11-24,M4N,<0.00005
4396,1826063,2015-11-24,M3H,0.0000834
4397,1825643,2015-11-25,M5M,0.00406
4398,1824197,2015-11-25,M4E,0.000472
4399,1826044,2015-11-25,M6S,<0.00005
4400,1826146,2015-11-25,M6N,<0.00005
4401,1826091,2015-11-25,M6H,0.00148
4402,1826059,2015-11-26,M6P,0.0000519
4403,1828814,2015-11-26,M4R,0.00191
4404,1842428,2015-11-27,M1K,0.00416
4405,1826045,2015-11-27,M6P,0.00191
4406,1828918,2015-11-27,M4J,0.0000796
4407,1826043,2015-11-27,M4J,<0.00005
4408,1826060,2015-11-27,M5S,<0.00005
4409,1828869,2015-11-27,M4M,0.0000571
4410,1825587,2015-11-28,M4E,0.00137
4411,1825157,2015-11-29,M1N,0.000559
4412,1828870,2015-11-29,M4J,0.000122
4413,1842425,2015-11-30,M1K,<0.00005
4414,1826090,2015-11-30,M8V,0.000116
4415,1828816,2015-11-30,M4E,0.00158
4416,1828456,2015-12-01,M1L,<0.00005
4417,1828914,2015-12-01,M4L,0.00126
4418,1830480,2015-12-01,M4E,0.000640
4419,1828817,2015-12-01,M4C,0.000583
4420,1830485,2015-12-02,M4V,<0.00005
4421,1842424,2015-12-02,M4A,0.0000605
4422,1828941,2015-12-02,M9C,0.00255
4423,1828815,2015-12-03,M4M,<0.00005
4424,1830487,2015-12-03,M6P,<0.00005
4425,1828793,2015-12-03,M4C,0.00202
4426,1828457,2015-12-03,M5M,0.00351
4427,1828940,2015-12-04,M8V,0.00354
4428,1828791,2015-12-04,M4E,0.000563
4429,1830482,2015-12-07,M6C,0.00132
4430,1828919,2015-12-07,M4K,<0.00005
4431,1830484,2015-12-08,M6H,0.000670
4432,1830486,2015-12-08,M6H,0.00104
4433,1832034,2015-12-08,M6J,0.000723
4434,1832046,2015-12-09,M6E,0.00588
4435,1832036,2015-12-09,M5M,0.000111
4436,1830464,2015-12-09,M4W,0.000179
4437,1834897,2015-12-09,M4N,<0.00005
4438,1832033,2015-12-10,M3C,<0.00005
4439,1832037,2015-12-10,M4C,0.00495
4440,1830481,2015-12-10,M4W,<0.00005
4441,1834924,2015-12-10,M4E,0.0833
4442,1832039,2015-12-11,M4C,<0.00005
4443,1832047,2015-12-11,M6S,<0.00005
4444,1832035,2015-12-11,M6C,<0.00005
4445,1832038,2015-12-13,M4J,0.000241
4446,1848396,2015-12-13,M6E,0.000882
4447,1838093,2015-12-13,M6S,<0.00005
4448,1832032,2015-12-13,M4R,0.00223
4449,1833825,2015-12-14,M6S,0.00137
4450,1834925,2015-12-15,M3H,<0.00005
4451,1833588,2015-12-16,M6S,0.226
4452,1833587,2015-12-16,M4K,<0.00005
4453,1837014,2015-12-16,M4C,<0.00005
4454,1833586,2015-12-17,M4E,0.00214
4455,1833826,2015-12-17,M8Z,0.0000849
4456,1833589,2015-12-17,M4C,0.00131
4457,1834928,2015-12-17,M4S,0.000710
4458,1833823,2015-12-17,M6H,0.00153
4459,1837024,2015-12-18,M4M,0.000425
4460,1833824,2015-12-18,M6H,0.000155
4461,1834930,2015-12-18,M6M,<0.00005
4462,1833831,2015-12-18,M6K,0.000126
4463,1834932,2015-12-20,M6S,0.00277
4464,1834927,2015-12-20,M8V,<0.00005
4465,1837012,2015-12-21,M4E,0.000590
4466,1834931,2015-12-21,M6M,0.00232
4467,1834929,2015-12-21,M8X,0.000940
4468,1837011,2015-12-22,M4K,0.0000542
4469,1834926,2015-12-22,M4L,0.00114
4470,1837013,2015-12-22,M4L,0.0000752
4471,1837700,2015-12-22,M4G,0.000160
4472,1838090,2015-12-22,M4L,0.00504
4473,1838092,2015-12-22,M5S,0.0000821
4474,1838104,2015-12-22,M5S,<0.00005
4475,1838111,2015-12-23,M6P,0.0000932
4476,1838103,2015-12-24,M4L,0.00829
4477,1837015,2015-12-24,M4J,0.0000872
4478,1837037,2015-12-24,M4L,0.000493
4479,1838109,2015-12-28,M5M,0.00134
4480,1838082,2015-12-29,M5A,0.000146
4481,1838110,2015-12-30,M6S,0.0000949
4482,1839002,2015-12-31,M4L,0.000620
4483,1839003,2016-01-03,M4C,0.00249
4484,1838107,2016-01-03,M6M,0.0000516
4485,1839001,2016-01-04,M4Y,0.000178
4486,1841622,2016-01-04,M6R,0.0000784
4487,1841936,2016-01-05,M6R,<0.00005
4488,1841959,2016-01-05,M6S,0.00144
4489,1842945,2016-01-05,M4M,<0.00005
4490,1843200,2016-01-05,M4M,<0.00005
4491,1841619,2016-01-06,M8Z,0.000169
4492,1842921,2016-01-06,M3B,<0.00005
4493,1841623,2016-01-06,M6G,<0.00005
4494,1840889,2016-01-06,M8X,<0.00005
4495,1841608,2016-01-06,M4L,0.00166
4496,1842426,2016-01-07,M1L,0.0000561
4497,1840887,2016-01-07,M9N,0.000267
4498,1842427,2016-01-07,M1S,<0.00005
4499,1841620,2016-01-08,M4M,0.000791
4500,1842922,2016-01-08,M2M,<0.00005
4501,1841618,2016-01-08,M4J,0.000750
4502,1840886,2016-01-08,M6N,<0.00005
4503,1841935,2016-01-08,M6N,0.000323
4504,1841960,2016-01-10,M6G,0.0000816
4505,1841956,2016-01-10,M6P,0.000372
4506,1840888,2016-01-11,M9C,0.0000677
4507,1840885,2016-01-11,M6E,0.00117
4508,1841621,2016-01-11,M4L,0.000515
4509,1841617,2016-01-12,M4K,0.000229
4510,1841609,2016-01-12,M4E,0.00129
4511,1841624,2016-01-12,M4E,0.0000649
4512,1841957,2016-01-13,M6G,0.000532
4513,1841958,2016-01-13,M6N,<0.00005
4514,1844752,2016-01-13,M4M,0.000493
4515,1844310,2016-01-13,M4C,<0.00005
4516,1844314,2016-01-14,M1N,<0.00005
4517,1844747,2016-01-15,M4V,0.0000518
4518,1842953,2016-01-15,M6E,0.00447
4519,1849140,2016-01-15,M1W,0.0000739
4520,1844312,2016-01-17,M8Z,<0.00005
4521,1844750,2016-01-17,M6E,0.00126
4522,1844313,2016-01-18,M4J,0.0000600
4523,1844733,2016-01-18,M4N,0.000261
4524,1844749,2016-01-18,M5S,<0.00005
4525,1844709,2016-01-18,M4W,0.000124
4526,1844317,2016-01-19,M4C,0.000481
4527,1848393,2016-01-19,M5R,0.000254
4528,1844311,2016-01-19,M8W,<0.00005
4529,1844315,2016-01-19,M4G,0.00239
4530,1848394,2016-01-19,M6E,0.000181
4531,1845908,2016-01-20,M6R,0.00497
4532,1844710,2016-01-20,M4M,<0.00005
4533,1844751,2016-01-20,M4W,0.00276
4534,1844746,2016-01-20,M6G,0.000252
4535,1844316,2016-01-20,M4M,0.000365
4536,1847196,2016-01-20,M4J,<0.00005
4537,1844748,2016-01-20,M5A,0.00116
4538,1868918,2016-01-20,M3A,<0.00005
4539,1844711,2016-01-21,M4K,0.00981
4540,1847201,2016-01-22,M4J,0.00335
4541,1845909,2016-01-22,M6C,<0.00005
4542,1847180,2016-01-22,M4J,0.000599
4543,1848395,2016-01-22,M6R,0.000694
4544,1847199,2016-01-22,M4E,0.000326
4545,1847188,2016-01-24,M4J,<0.00005
4546,1847187,2016-01-25,M6S,0.0000726
4547,1845910,2016-01-25,M4R,0.000738
4548,1847163,2016-01-25,M8X,0.0000766
4549,1848381,2016-01-25,M6P,0.0000883
4550,1848365,2016-01-25,M6P,0.000470
4551,1847220,2016-01-25,M6S,0.00153
4552,1848339,2016-01-26,M4J,0.000678
4553,1848337,2016-01-26,M8Z,<0.00005
4554,1848338,2016-01-26,M4L,0.00149
4555,1849139,2016-01-26,M6C,0.000341
4556,1848346,2016-01-26,M6S,0.0000517
4557,1847190,2016-01-26,M9B,<0.00005
4558,1848336,2016-01-26,M6K,0.00100
4559,1848353,2016-01-27,M4K,0.000519
4560,1847162,2016-01-27,M4E,<0.00005
4561,1847156,2016-01-27,M4E,0.0000614
4562,1848323,2016-01-27,M6E,0.0000603
4563,1849142,2016-01-27,M4N,0.000626
4564,1848347,2016-01-27,M6G,0.000327
4565,1848360,2016-01-27,M6P,0.00160
4566,1848324,2016-01-28,M6S,0.0000933
4567,1848363,2016-01-28,M4K,<0.00005
4568,1849605,2016-01-28,M4J,0.000728
4569,1848362,2016-01-28,M4K,0.0000747
4570,1849155,2016-01-29,M1S,0.0000631
4571,1849130,2016-01-29,M9R,0.000288
4572,1849123,2016-01-29,M2N,<0.00005
4573,1848322,2016-01-29,M5R,0.0000515
4574,1849128,2016-01-29,M2N,<0.00005
4575,1849121,2016-01-29,M4V,0.0000843
4576,1848364,2016-01-29,M6R,0.000963
4577,1849595,2016-01-29,M6P,<0.00005
4578,1849598,2016-01-29,M6N,0.0000822
4579,1849616,2016-01-29,M4J,0.00267
4580,1849607,2016-01-29,M4L,0.00108
4581,1849602,2016-01-29,M6H,0.000440
4582,1849610,2016-01-29,M4G,<0.00005
4583,1849143,2016-01-31,M6K,0.000504
4584,1853480,2016-01-31,M6G,<0.00005
4585,1849129,2016-01-31,M5R,0.00144
4586,1853364,2016-02-01,M4K,0.00194
4587,1849599,2016-02-01,M4J,<0.00005
4588,1849138,2016-02-01,M4M,0.00481
4589,1849603,2016-02-01,M6S,0.00404
4590,1849131,2016-02-01,M2L,0.00174
4591,1849618,2016-02-01,M4L,<0.00005
4592,1849126,2016-02-01,M8Y,<0.00005
4593,1849120,2016-02-01,M4N,<0.00005
4594,1849124,2016-02-01,M6J,<0.00005
4595,1849601,2016-02-01,M6G,0.000130
4596,1849615,2016-02-01,M4C,<0.00005
4597,1849141,2016-02-01,M4L,0.00113
4598,1849122,2016-02-01,M4L,<0.00005
4599,1849614,2016-02-02,M4J,0.00116
4600,1849604,2016-02-02,M5P,<0.00005
4601,1849617,2016-02-02,M4C,<0.00005
4602,1849125,2016-02-02,M6S,0.00167
4603,1849127,2016-02-02,M6S,0.000184
