_id,Sample Number,Sample Date,PartialPostalCode,Lead Amount (ppm)
12064,2959881,2022-12-09,M4M,0.0000526
12065,2960312,2022-12-09,M4L,0.00103
12066,2960315,2022-12-09,M4C,0.000187
12067,2960334,2022-12-11,M5A,0.000526
12068,2960358,2022-12-12,M6E,0.00524
12069,2960352,2022-12-12,M4S,0.000976
12070,2960361,2022-12-12,M4T,<0.00005
12071,2960357,2022-12-12,M6R,<0.00005
12072,2960351,2022-12-12,M9B,<0.00005
12073,2960360,2022-12-12,M4S,0.000587
12074,2959861,2022-12-12,M6E,0.000273
12075,2960362,2022-12-12,M4B,<0.00005
12076,2960353,2022-12-12,M6G,0.00149
12077,2960359,2022-12-12,M4C,0.000496
12078,2960345,2022-12-12,M5R,0.0000940
12079,2960354,2022-12-12,M6K,<0.00005
12080,2960363,2022-12-13,M6E,<0.00005
12081,2964306,2022-12-13,M6N,0.0000609
12082,2964307,2022-12-15,M1N,0.000202
12083,2964308,2022-12-15,M4T,0.000894
12084,2964309,2022-12-15,M4C,<0.00005
12085,2964316,2022-12-16,M4G,0.0000855
12086,2964312,2022-12-16,M6K,<0.00005
12087,2964310,2022-12-16,M3A,<0.00005
12088,2964321,2022-12-18,M4J,<0.00005
12089,2964325,2022-12-19,M4W,0.000412
12090,2964322,2022-12-19,M4A,<0.00005
12091,2964323,2022-12-19,M8Y,0.000108
12092,2964324,2022-12-19,M4C,0.000430
12093,2964327,2022-12-20,M5A,0.00681
12094,2967549,2022-12-20,M8V,<0.00005
12095,2964328,2022-12-20,M6N,<0.00005
12096,2967547,2022-12-20,M6G,0.000621
12097,2964329,2022-12-21,M6P,0.00201
12098,2967552,2022-12-21,M6M,0.00139
12099,2967612,2022-12-22,M5M,0.0000777
12100,2967560,2022-12-22,M9P,<0.00005
12101,2967624,2022-12-27,M6E,0.000364
12102,2967639,2022-12-28,M4J,<0.00005
12103,2967638,2022-12-28,M4J,<0.00005
12104,2967640,2022-12-28,M6P,<0.00005
12105,2967642,2022-12-28,M6R,0.000125
12106,2967648,2022-12-29,M5S,0.000524
12107,2967645,2022-12-29,M6G,<0.00005
12108,2967643,2022-12-29,M3A,0.0000743
12109,2975971,2022-12-30,M4C,0.000733
12110,2967650,2022-12-30,M1R,<0.00005
12111,2967649,2022-12-30,M5P,<0.00005
12112,2967657,2022-12-30,M6N,0.000956
12113,2975942,2022-12-31,M4M,0.000713
12114,2967663,2023-01-01,M6P,<0.00005
12115,2967664,2023-01-03,M6N,0.000179
12116,2975943,2023-01-03,M6R,0.00137
12117,2975947,2023-01-04,M6J,0.000761
12118,2967666,2023-01-04,M4G,0.00144
12119,2967665,2023-01-04,M4C,<0.00005
12120,2975945,2023-01-04,M4S,0.000132
12121,2975946,2023-01-04,M4L,<0.00005
12122,2975948,2023-01-04,M4E,0.000594
12123,2975949,2023-01-05,M4J,<0.00005
12124,2975953,2023-01-06,M6H,<0.00005
12125,2975954,2023-01-06,M4L,<0.00005
12126,2975950,2023-01-06,M4M,0.000688
12127,2975952,2023-01-06,M4P,0.0000545
12128,2975951,2023-01-06,M3M,<0.00005
12129,2975955,2023-01-06,M4J,<0.00005
12130,2975972,2023-01-09,M4L,0.000570
12131,2975973,2023-01-09,M4L,0.00309
12132,2975970,2023-01-09,M4M,0.00132
12133,2976018,2023-01-10,M6E,0.0000924
12134,2976016,2023-01-10,M6E,<0.00005
12135,2975980,2023-01-10,M4E,<0.00005
12136,2976080,2023-01-10,M6E,0.000464
12137,2976084,2023-01-10,M4M,0.00120
12138,2976085,2023-01-11,M4B,<0.00005
12139,2976088,2023-01-11,M6E,<0.00005
12140,2976100,2023-01-11,M4M,0.000443
12141,2976098,2023-01-11,M4Y,0.00161
12142,2976099,2023-01-11,M1K,<0.00005
12143,2976111,2023-01-12,M8X,<0.00005
12144,2976110,2023-01-12,M1N,0.000662
12145,2976112,2023-01-12,M6S,0.000313
12146,2976101,2023-01-12,M1L,<0.00005
12147,2976117,2023-01-13,M4K,<0.00005
12148,2976131,2023-01-14,M5N,0.000843
12149,2976143,2023-01-15,M6S,0.00538
12150,2976147,2023-01-16,M6C,0.0000995
12151,2976146,2023-01-16,M9V,0.0000904
12152,2976145,2023-01-16,M9A,<0.00005
12153,2976148,2023-01-17,M6G,0.000258
12154,2976155,2023-01-17,M6H,<0.00005
12155,2976156,2023-01-17,M8Z,<0.00005
12156,2976154,2023-01-17,M4R,0.00889
12157,2976159,2023-01-18,M6M,<0.00005
12158,2976157,2023-01-18,M6G,<0.00005
12159,2976160,2023-01-18,M4L,<0.00005
12160,2976158,2023-01-18,M4C,0.0000970
12161,2977098,2023-01-19,M4J,0.000322
12162,2981241,2023-01-20,M6G,<0.00005
12163,2981239,2023-01-20,M4C,0.000900
12164,2977112,2023-01-23,M6P,0.0000506
12165,2977099,2023-01-23,M6G,<0.00005
12166,2981243,2023-01-23,M4J,0.000186
12167,2981248,2023-01-24,M1G,<0.00005
12168,2981253,2023-01-26,M5S,0.000641
12169,2981251,2023-01-26,M6R,0.00144
12170,2981255,2023-01-26,M5M,0.00123
12171,2981256,2023-01-27,M6G,0.0000759
12172,2981258,2023-01-27,M6H,0.00198
12173,2981261,2023-01-27,M5T,0.00241
12174,2981262,2023-01-29,M6G,<0.00005
12175,2981295,2023-01-31,M4W,0.000334
12176,2983566,2023-02-02,M5R,0.000587
12177,2981296,2023-02-02,M6K,0.000587
12178,2983567,2023-02-02,M6H,0.00209
12179,2992229,2023-02-02,M5T,<0.00005
12180,2992230,2023-02-03,M9B,0.0000594
12181,2983568,2023-02-03,M6R,0.0000690
12182,2983658,2023-02-04,M6E,0.000757
12183,2983660,2023-02-04,M6E,0.00339
12184,2983661,2023-02-05,M4E,<0.00005
12185,2983662,2023-02-05,M6E,0.00103
12186,2992293,2023-02-05,M4V,0.000386
12187,2992232,2023-02-06,M4J,0.000165
12188,2983663,2023-02-06,M6H,<0.00005
12189,2983664,2023-02-06,M1N,0.000644
12190,2992231,2023-02-06,M4E,0.00135
12191,2983665,2023-02-07,M6N,0.000568
12192,2992234,2023-02-07,M4J,0.00239
12193,2992233,2023-02-07,M6P,0.000253
12194,2983666,2023-02-07,M6H,0.000326
12195,2991729,2023-02-08,M4E,<0.00005
12196,2992235,2023-02-09,M9A,<0.00005
12197,2992236,2023-02-10,M6P,<0.00005
12198,2991731,2023-02-10,M4L,0.000759
12199,2991732,2023-02-10,M6R,0.0000924
12200,2991733,2023-02-10,M4P,0.00141
12201,2991734,2023-02-10,M6E,0.523
12202,2991735,2023-02-10,M6G,0.00113
12203,2992237,2023-02-10,M4J,0.000714
12204,2991736,2023-02-12,M4J,<0.00005
12205,2991737,2023-02-13,M6J,<0.00005
12206,2992238,2023-02-13,M6G,0.0000733
12207,2991738,2023-02-14,M3H,<0.00005
12208,2991739,2023-02-14,M4N,0.0000938
12209,2991740,2023-02-14,M6E,<0.00005
12210,2991741,2023-02-14,M5M,0.0000542
12211,2991742,2023-02-14,M4J,<0.00005
12212,2991743,2023-02-15,M4M,0.00152
12213,2991744,2023-02-15,M6H,0.0000852
12214,2991745,2023-02-16,M6K,0.000687
12215,2991746,2023-02-16,M4J,0.000506
12216,2992239,2023-02-16,M4L,0.00907
12217,2991747,2023-02-16,M4K,<0.00005
12218,2991748,2023-02-16,M4J,0.000885
12219,2991749,2023-02-16,M4J,<0.00005
12220,2991750,2023-02-16,M4J,<0.00005
12221,2991751,2023-02-16,M4J,0.0000542
12222,2992240,2023-02-17,M1L,<0.00005
12223,2992242,2023-02-17,M6C,0.000921
12224,2992241,2023-02-17,M6C,<0.00005
12225,2991753,2023-02-20,M6G,0.000142
12226,2992243,2023-02-21,M1J,0.0000672
12227,2991754,2023-02-21,M4T,0.00271
12228,2992244,2023-02-22,M6G,0.000482
12229,2991755,2023-02-22,M1N,<0.00005
12230,2993101,2023-02-24,M5A,0.000339
12231,2993102,2023-02-26,M8Z,<0.00005
12232,2993103,2023-02-27,M6C,0.00160
12233,2993104,2023-02-27,M6P,0.00237
12234,2993105,2023-02-27,M5N,<0.00005
12235,2993108,2023-02-27,M4M,<0.00005
12236,2993109,2023-02-27,M4J,<0.00005
12237,2993111,2023-02-28,M4E,0.0000861
12238,2993114,2023-02-28,M4J,0.0000513
12239,2993115,2023-02-28,M9B,<0.00005
12240,2996157,2023-03-01,M9R,<0.00005
12241,2993116,2023-03-01,M6S,<0.00005
12242,2993117,2023-03-01,M6S,<0.00005
12243,2996158,2023-03-01,M2J,<0.00005
12244,2993118,2023-03-01,M4W,<0.00005
12245,2993119,2023-03-01,M4S,0.000919
12246,3000089,2023-03-02,M4C,0.00131
12247,2996159,2023-03-03,M3B,0.0000570
12248,2996162,2023-03-03,M4V,0.00176
12249,2996163,2023-03-03,M5A,<0.00005
12250,2996164,2023-03-03,M6N,0.000170
12251,2996165,2023-03-03,M5M,0.000351
12252,2996166,2023-03-03,M4K,0.0000842
12253,2996167,2023-03-05,M6J,0.000318
12254,2996168,2023-03-05,M1R,0.0000995
12255,2996169,2023-03-06,M5P,<0.00005
12256,2996171,2023-03-06,M6C,0.000816
12257,3000093,2023-03-06,M6J,0.000185
12258,3000102,2023-03-07,M4J,0.000372
12259,3000095,2023-03-07,M6E,0.000288
12260,3000104,2023-03-07,M4C,0.00127
12261,3000106,2023-03-08,M6B,<0.00005
12262,3000109,2023-03-09,M2M,<0.00005
12263,3000117,2023-03-10,M4L,0.000129
12264,3000123,2023-03-13,M5T,0.0000634
12265,3008084,2023-03-15,M6G,<0.00005
12266,3000125,2023-03-15,M4K,0.000243
12267,3008103,2023-03-16,M4C,0.00230
12268,3008104,2023-03-16,M4R,0.000601
12269,3008105,2023-03-16,M4N,0.00153
12270,3008139,2023-03-16,M4K,0.000428
12271,3008109,2023-03-17,M8Y,<0.00005
12272,3008106,2023-03-17,M6G,<0.00005
12273,3008107,2023-03-17,M2R,<0.00005
12274,3008108,2023-03-17,M4G,0.0000526
12275,3008110,2023-03-17,M6G,0.000158
12276,3008111,2023-03-18,M6K,<0.00005
12277,3008112,2023-03-19,M6E,0.000137
12278,3012211,2023-03-19,M5R,0.0000583
12279,3008114,2023-03-19,M4T,<0.00005
12280,3008113,2023-03-19,M6K,<0.00005
12281,3008119,2023-03-20,M4J,0.00104
12282,3008115,2023-03-20,M4S,0.000532
12283,3008116,2023-03-20,M5P,0.0000796
12284,3008118,2023-03-20,M4E,0.000897
12285,3008117,2023-03-20,M3H,<0.00005
12286,3012252,2023-03-21,M5R,<0.00005
12287,3012250,2023-03-21,M5R,<0.00005
12288,3012251,2023-03-21,M5R,0.0277
12289,3012249,2023-03-21,M5S,<0.00005
12290,3020696,2023-03-21,M5R,<0.00005
12291,3012248,2023-03-21,M5S,<0.00005
12292,3008135,2023-03-22,M6H,0.0000653
12293,3008136,2023-03-22,M4C,<0.00005
12294,3012254,2023-03-22,M5R,<0.00005
12295,3008134,2023-03-22,M6E,0.000120
12296,3012255,2023-03-22,M5S,<0.00005
12297,3012253,2023-03-22,M5S,<0.00005
12298,3012257,2023-03-22,M5S,0.0000604
12299,3012260,2023-03-23,M5R,<0.00005
12300,3012261,2023-03-23,M5S,<0.00005
12301,3008137,2023-03-23,M4C,0.000739
12302,3008138,2023-03-23,M4J,0.000960
12303,3008140,2023-03-24,M4K,0.000380
12304,3012263,2023-03-24,M5R,0.000173
12305,3008142,2023-03-24,M5S,<0.00005
12306,3008143,2023-03-24,M4R,<0.00005
12307,3008144,2023-03-24,M4J,0.000281
12308,3012262,2023-03-24,M5R,<0.00005
12309,3012264,2023-03-25,M5S,<0.00005
12310,3008145,2023-03-26,M6G,<0.00005
12311,3008148,2023-03-27,M4J,0.000438
12312,3008147,2023-03-27,M6N,<0.00005
12313,3008146,2023-03-27,M4C,0.000802
12314,3008149,2023-03-28,M5M,0.000293
12315,3012265,2023-03-28,M1R,<0.00005
12316,3012266,2023-03-28,M6G,0.000110
12317,3012259,2023-03-28,M5S,<0.00005
12318,3012280,2023-03-29,M6N,0.000651
12319,3012281,2023-03-29,M6J,0.00137
12320,3012283,2023-03-30,M1V,0.000547
12321,3012284,2023-03-31,M4J,0.000421
12322,3012285,2023-03-31,M4J,0.000169
12323,3012286,2023-04-03,M6G,0.000680
12324,3012299,2023-04-03,M4J,0.00103
12325,3012300,2023-04-03,M8Z,<0.00005
12326,3012301,2023-04-04,M4J,<0.00005
12327,3012302,2023-04-04,M3H,<0.00005
12328,3012303,2023-04-09,M4E,<0.00005
12329,3012304,2023-04-10,M3M,<0.00005
12330,3012306,2023-04-10,M6C,0.000176
12331,3012305,2023-04-10,M8Y,<0.00005
12332,3015764,2023-04-13,M9C,0.0000714
12333,3015770,2023-04-14,M5M,0.000693
12334,3015772,2023-04-17,M8Z,<0.00005
12335,3015783,2023-04-17,M4C,0.0000724
12336,3015785,2023-04-17,M4N,0.000558
12337,3015787,2023-04-18,M4E,<0.00005
12338,3015789,2023-04-18,M4T,<0.00005
12339,3015791,2023-04-19,M4G,0.000313
12340,3020629,2023-04-19,M8Z,<0.00005
12341,3020624,2023-04-19,M6G,<0.00005
12342,3020640,2023-04-19,M4V,0.0000659
12343,3020626,2023-04-19,M5P,0.000424
12344,3020641,2023-04-20,M6H,0.00104
12345,3020648,2023-04-21,M6P,0.000165
12346,3020643,2023-04-21,M6P,<0.00005
12347,3020649,2023-04-21,M4R,<0.00005
12348,3020658,2023-04-21,M5A,0.0000618
12349,3020655,2023-04-21,M5A,<0.00005
12350,3020642,2023-04-21,M4E,0.0000620
12351,3020660,2023-04-23,M6P,0.00521
12352,3020680,2023-04-24,M6P,0.000830
12353,3020678,2023-04-24,M4M,0.00136
12354,3023537,2023-04-24,M4K,<0.00005
12355,3020673,2023-04-24,M4L,0.000272
12356,3020675,2023-04-24,M4J,0.00231
12357,3020686,2023-04-25,M8Z,<0.00005
12358,3020687,2023-04-25,M4W,<0.00005
12359,3020685,2023-04-25,M4G,0.000251
12360,3020684,2023-04-25,M4G,0.000222
12361,3020689,2023-04-26,M1B,<0.00005
12362,3020682,2023-04-26,M4J,0.000616
12363,3023538,2023-04-27,M6G,<0.00005
12364,3023541,2023-04-27,M6E,0.000620
12365,3020694,2023-04-27,M4L,0.000476
12366,3020691,2023-04-27,M4R,0.000453
12367,3023539,2023-04-27,M4J,0.000234
12368,3023540,2023-04-27,M4R,0.000201
12369,3023542,2023-04-28,M6K,0.000494
12370,3023547,2023-04-30,M6J,0.0000595
12371,3023543,2023-04-30,M6N,0.000493
12372,3023544,2023-04-30,M4G,0.00348
12373,3023858,2023-05-01,M6S,<0.00005
12374,3023862,2023-05-01,M4C,0.00106
12375,3023860,2023-05-01,M4X,<0.00005
12376,3023857,2023-05-01,M6R,0.00715
12377,3023855,2023-05-01,M4E,<0.00005
12378,3023861,2023-05-01,M1M,<0.00005
12379,3023863,2023-05-01,M4K,0.00143
12380,3023859,2023-05-01,M4S,<0.00005
12381,3023850,2023-05-01,M4N,0.00104
12382,3023854,2023-05-01,M4C,0.000492
12383,3023853,2023-05-01,M4E,0.00184
12384,3023856,2023-05-01,M6H,0.00119
12385,3023864,2023-05-02,M8Y,<0.00005
12386,3023865,2023-05-02,M6R,0.000290
12387,3030799,2023-05-02,M4B,<0.00005
12388,3023876,2023-05-02,M4T,0.0000716
12389,3031001,2023-05-02,M4B,0.0000993
12390,3023866,2023-05-02,M6N,<0.00005
12391,3030800,2023-05-02,M8W,0.000186
12392,3030801,2023-05-04,M5R,<0.00005
12393,3030804,2023-05-04,M4J,0.000168
12394,3030805,2023-05-05,M2J,0.000228
12395,3030806,2023-05-05,M4M,0.000522
12396,3030831,2023-05-05,M6G,<0.00005
12397,3030829,2023-05-05,M4G,0.000182
12398,3032690,2023-05-06,M5P,0.00242
12399,3030832,2023-05-07,M4N,<0.00005
12400,3030833,2023-05-08,M6E,0.000827
12401,3030842,2023-05-08,M4G,<0.00005
12402,3030843,2023-05-08,M4R,<0.00005
12403,3030846,2023-05-08,M5P,0.00122
12404,3030852,2023-05-08,M5P,0.000912
12405,3030882,2023-05-08,M6G,<0.00005
12406,3030883,2023-05-08,M5P,0.000985
12407,3030884,2023-05-09,M4N,<0.00005
12408,3030888,2023-05-09,M4R,<0.00005
12409,3030885,2023-05-09,M4N,<0.00005
12410,3030886,2023-05-09,M4K,<0.00005
12411,3030887,2023-05-09,M4L,0.000156
12412,3030889,2023-05-10,M4J,0.000515
12413,3030890,2023-05-10,M8Z,0.00458
12414,3032691,2023-05-10,M2J,0.000332
12415,3030892,2023-05-10,M5R,<0.00005
12416,3030894,2023-05-10,M6P,0.000195
12417,3030903,2023-05-11,M4E,<0.00005
12418,3030902,2023-05-11,M3H,0.000325
12419,3030925,2023-05-11,M5M,0.0000644
12420,3030904,2023-05-11,M6K,0.000302
12421,3030905,2023-05-11,M4S,<0.00005
12422,3030924,2023-05-11,M4J,0.00102
12423,3030936,2023-05-12,M6P,0.000889
12424,3030939,2023-05-12,M4M,0.00158
12425,3030940,2023-05-12,M5P,<0.00005
12426,3030941,2023-05-15,M5M,0.000690
12427,3030947,2023-05-15,M6P,0.00372
12428,3030948,2023-05-15,M6G,0.000125
12429,3030951,2023-05-15,M4R,0.00115
12430,3030953,2023-05-15,M6G,0.000222
12431,3030959,2023-05-15,M4T,<0.00005
12432,3030962,2023-05-15,M6C,0.00163
12433,3030964,2023-05-15,M4M,0.00377
12434,3030966,2023-05-15,M6N,0.00287
12435,3030973,2023-05-16,M5C,0.0000906
12436,3030971,2023-05-16,M6H,0.00113
12437,3030970,2023-05-17,M4N,0.000163
12438,3032712,2023-05-17,M4J,0.000699
12439,3032700,2023-05-17,M4R,<0.00005
12440,3032702,2023-05-17,M2K,0.0000581
12441,3032713,2023-05-17,M6S,0.000322
12442,3032722,2023-05-17,M6G,0.000551
12443,3032725,2023-05-18,M5M,0.000236
12444,3032726,2023-05-18,M4E,0.00164
12445,3032728,2023-05-18,M4G,0.00150
12446,3032730,2023-05-18,M6E,<0.00005
12447,3032729,2023-05-18,M6N,<0.00005
12448,3032731,2023-05-19,M5N,0.0000557
12449,3032744,2023-05-19,M1M,0.000271
12450,3032745,2023-05-19,M4R,0.0000606
12451,3032746,2023-05-22,M4C,<0.00005
12452,3032747,2023-05-23,M4T,<0.00005
12453,3032748,2023-05-23,M4M,0.000523
12454,3032749,2023-05-23,M8Z,0.0000522
12455,3032756,2023-05-24,M4V,<0.00005
12456,3036146,2023-05-24,M4S,<0.00005
12457,3036147,2023-05-25,M6G,<0.00005
12458,3036148,2023-05-25,M5N,<0.00005
12459,3036149,2023-05-28,M8Y,0.000616
12460,3036151,2023-05-28,M6N,0.000730
12461,3036152,2023-05-29,M6G,0.000117
12462,3036153,2023-05-30,M4M,0.00429
12463,3036157,2023-05-30,M5A,<0.00005
12464,3041262,2023-05-31,M4S,<0.00005
12465,3041263,2023-06-01,M6S,<0.00005
12466,3041264,2023-06-01,M4J,0.00199
12467,3041265,2023-06-02,M4C,<0.00005
12468,3041266,2023-06-02,M6N,0.00319
12469,3041267,2023-06-05,M6S,0.000112
12470,3041268,2023-06-05,M6H,0.0000770
12471,3049770,2023-06-06,M5N,<0.00005
12472,3041269,2023-06-06,M6N,0.0203
12473,3041270,2023-06-06,M6G,0.0000890
12474,3041271,2023-06-07,M6R,0.000117
12475,3049772,2023-06-07,M4V,<0.00005
12476,3049771,2023-06-07,M4K,0.000219
12477,3049773,2023-06-08,M6S,0.00281
12478,3049774,2023-06-08,M4J,<0.00005
12479,3049775,2023-06-08,M8Z,0.0000883
12480,3049776,2023-06-09,M4J,0.00136
12481,3049777,2023-06-11,M2N,0.0000767
12482,3049778,2023-06-12,M6P,0.000850
12483,3049779,2023-06-12,M6G,0.0000567
12484,3049780,2023-06-12,M6N,0.000711
12485,3049781,2023-06-12,M5R,0.000132
12486,3049782,2023-06-12,M6G,0.000741
12487,3049783,2023-06-12,M6M,0.00128
12488,3049784,2023-06-13,M4W,0.000352
12489,3049785,2023-06-13,M5R,0.000365
12490,3052076,2023-06-14,M6E,0.000902
12491,3049786,2023-06-15,M4V,0.000731
12492,3049787,2023-06-15,M6J,0.0000508
12493,3049790,2023-06-16,M5R,0.000165
12494,3049791,2023-06-16,M6E,0.000179
12495,3049788,2023-06-16,M6N,0.00254
12496,3049789,2023-06-16,M4L,0.00159
12497,3049801,2023-06-18,M5N,0.000632
12498,3049802,2023-06-19,M4P,0.000865
12499,3049805,2023-06-19,M6E,0.000394
12500,3049803,2023-06-19,M6C,0.00135
12501,3049804,2023-06-19,M4J,<0.00005
12502,3049806,2023-06-19,M4M,0.000546
12503,3052085,2023-06-20,M5S,0.00228
12504,3049807,2023-06-21,M1N,0.0000933
12505,3052086,2023-06-21,M4R,0.000901
12506,3052091,2023-06-22,M4C,0.00107
12507,3052096,2023-06-23,M5M,0.00180
12508,3052097,2023-06-24,M4G,0.00114
12509,3052098,2023-06-25,M6N,0.0000762
12510,3052099,2023-06-26,M6G,0.00102
12511,3052100,2023-06-27,M6G,0.000393
12512,3056006,2023-06-27,M5N,0.000451
12513,3056008,2023-06-28,M4L,0.0000882
12514,3056009,2023-06-28,M6R,0.00108
12515,3056010,2023-06-29,M1N,0.00164
12516,3056011,2023-06-29,M4J,0.000361
12517,3056014,2023-06-29,M4E,0.000265
12518,3056015,2023-06-30,M1M,<0.00005
12519,3056016,2023-06-30,M6E,0.00237
12520,3056030,2023-06-30,M4N,0.00255
12521,3056032,2023-07-05,M6R,<0.00005
12522,3056033,2023-07-05,M6K,0.000971
12523,3056034,2023-07-05,M5R,<0.00005
12524,3056035,2023-07-05,M4N,0.000254
12525,3058187,2023-07-05,M4C,0.00574
12526,3058188,2023-07-06,M4G,0.000329
12527,3058189,2023-07-09,M6S,0.000549
12528,3058190,2023-07-09,M5P,<0.00005
12529,3058199,2023-07-09,M4J,0.000116
12530,3058201,2023-07-09,M1L,0.000141
12531,3058202,2023-07-10,M4J,0.000419
12532,3069528,2023-07-10,M6G,0.00127
12533,3058203,2023-07-10,M5M,0.0000662
12534,3058205,2023-07-10,M4X,0.000364
12535,3058204,2023-07-10,M6H,0.00106
12536,3058206,2023-07-10,M6H,0.000672
12537,3058207,2023-07-10,M3H,0.000182
12538,3069529,2023-07-11,M4C,0.000283
12539,3069530,2023-07-11,M6G,0.0000954
12540,3069531,2023-07-11,M4J,0.000738
12541,3069532,2023-07-11,M6G,0.0000673
12542,3069533,2023-07-11,M6N,0.00106
12543,3069534,2023-07-11,M4E,0.00622
12544,3069535,2023-07-11,M9B,0.000434
12545,3069537,2023-07-12,M6G,0.00296
12546,3069536,2023-07-12,M5T,0.00160
12547,3069538,2023-07-12,M4L,0.000250
12548,3069539,2023-07-13,M4R,0.00182
12549,3069540,2023-07-13,M4E,0.000268
12550,3069541,2023-07-14,M4S,0.000175
12551,3073938,2023-07-16,M1R,<0.00005
12552,3069545,2023-07-17,M4K,0.000332
12553,3069542,2023-07-17,M6E,0.00315
12554,3069543,2023-07-17,M6E,0.000961
12555,3069544,2023-07-17,M6H,0.000310
12556,3069546,2023-07-18,M1K,0.000150
12557,3069547,2023-07-19,M5A,0.000111
12558,3069548,2023-07-19,M9C,0.0000624
12559,3069549,2023-07-19,M6P,0.000442
12560,3069550,2023-07-20,M6S,0.00717
12561,3069551,2023-07-21,M4V,0.000620
12562,3069552,2023-07-21,M4S,0.00128
12563,3069553,2023-07-21,M4L,0.000103
12564,3069554,2023-07-21,M5S,0.0000800
12565,3083296,2023-07-21,M2H,<0.00005
12566,3069555,2023-07-22,M6E,0.000860
12567,3069558,2023-07-24,M4L,<0.00005
12568,3069560,2023-07-24,M6P,0.0000800
12569,3069564,2023-07-24,M4N,0.000100
12570,3069565,2023-07-24,M6S,0.00294
12571,3069559,2023-07-24,M4K,<0.00005
12572,3069566,2023-07-25,M4E,<0.00005
12573,3069567,2023-07-26,M4C,0.000690
12574,3073939,2023-07-26,M6H,0.000891
12575,3069568,2023-07-27,M6N,0.00111
12576,3069569,2023-07-28,M6G,<0.00005
12577,3069570,2023-07-28,M4B,<0.00005
12578,3069571,2023-07-28,M6H,0.00112
12579,3069572,2023-08-01,M4M,0.000530
12580,3069573,2023-08-01,M5N,0.000930
12581,3073953,2023-08-03,M9A,<0.00005
12582,3073940,2023-08-03,M4L,0.00326
12583,3073955,2023-08-03,M6R,0.00119
12584,3073956,2023-08-04,M1P,<0.00005
12585,3083299,2023-08-08,M6P,<0.00005
12586,3083301,2023-08-08,M6M,0.00282
12587,3083303,2023-08-09,M4X,<0.00005
12588,3083324,2023-08-10,M6R,0.000790
12589,3083321,2023-08-10,M6H,0.00150
12590,3083344,2023-08-11,M6R,0.00118
12591,3083341,2023-08-11,M1N,0.0000900
12592,3083347,2023-08-13,M4K,0.00005
12593,3083339,2023-08-14,M4J,0.000290
12594,3083351,2023-08-14,M6N,0.102
12595,3083358,2023-08-14,M6N,0.0643
12596,3083359,2023-08-14,M5M,0.0000600
12597,3083360,2023-08-14,M4J,0.000830
12598,3083350,2023-08-14,M4G,0.000290
12599,3083361,2023-08-14,M6R,0.0000600
12600,3083362,2023-08-15,M6C,0.000290
12601,3083363,2023-08-15,M6H,0.000250
12602,3083364,2023-08-16,M6C,0.000320
12603,3083365,2023-08-16,M1L,0.00005
12604,3083366,2023-08-16,M4X,<0.00005
12605,3083367,2023-08-16,M6S,0.000170
12606,3083368,2023-08-16,M4B,0.000130
12607,3083370,2023-08-17,M4S,0.000400
12608,3083369,2023-08-17,M4S,0.000200
12609,3083371,2023-08-17,M5A,0.000430
12610,3083373,2023-08-17,M6R,0.00120
12611,3083374,2023-08-18,M4L,0.00148
12612,3083375,2023-08-22,M4J,0.00223
12613,3083377,2023-08-22,M6G,0.000760
12614,3083379,2023-08-23,M4C,0.000840
12615,3083382,2023-08-23,M4J,0.000220
12616,3083385,2023-08-23,M6R,0.00005
12617,3083387,2023-08-24,M6J,0.00374
12618,3084186,2023-08-24,M4S,0.000310
12619,3083388,2023-08-24,M4K,0.000290
12620,3083389,2023-08-24,M4N,0.00166
12621,3084185,2023-08-24,M4A,0.00005
12622,3084190,2023-08-25,M3B,<0.00005
12623,3084187,2023-08-25,M6B,0.000410
12624,3084195,2023-08-26,M5M,0.000210
12625,3084197,2023-08-28,M1W,<0.00005
12626,3084208,2023-08-28,M4S,0.000750
12627,3084196,2023-08-28,M6N,0.0106
12628,3084198,2023-08-28,M6G,0.0000900
12629,3084211,2023-08-29,M8V,0.0000800
12630,3084222,2023-08-29,M5A,0.0000600
12631,3084225,2023-08-29,M6K,0.000650
12632,3084228,2023-08-30,M8V,0.0000800
12633,3089861,2023-08-31,M3H,0.0000803
12634,3089862,2023-08-31,M1L,0.0000507
12635,3089859,2023-08-31,M6G,<0.00005
12636,3089860,2023-08-31,M6E,0.000410
12637,3089863,2023-09-01,M6G,0.00187
12638,3089864,2023-09-01,M6P,0.0000989
12639,3089865,2023-09-01,M4C,0.00305
12640,3089866,2023-09-01,M6H,0.000815
12641,3089867,2023-09-04,M4K,0.000572
12642,3089948,2023-09-04,M4N,0.000527
12643,3089870,2023-09-04,M4L,0.00314
12644,3089871,2023-09-04,M1N,0.0000566
12645,3089961,2023-09-05,M4E,0.00563
12646,3089959,2023-09-05,M1R,0.0000861
12647,3089964,2023-09-05,M6K,0.00248
12648,3089963,2023-09-05,M9B,<0.00005
12649,3089965,2023-09-06,M4M,<0.00005
12650,3089979,2023-09-07,M8V,0.000221
12651,3089993,2023-09-07,M5M,0.000180
12652,3089994,2023-09-07,M1R,<0.00005
12653,3090000,2023-09-07,M4L,0.00200
12654,3090002,2023-09-08,M6R,0.00185
12655,3090005,2023-09-08,M1L,0.00222
12656,3090003,2023-09-08,M6R,0.00151
12657,3090004,2023-09-08,M4T,0.0000513
12658,3090006,2023-09-11,M4L,0.000680
